GLNo,COBDate,FindPR,Sum of Princ Rec,Find,,,,,
GL078356/21,31032022,GL078356/213103202213000,13000,GL078356/213103202213000,,,,,
GL078357/21,31032022,GL078357/213103202212500,12500,GL078357/213103202212500,,,,,
GL078358/21,31032022,GL078358/2131032022300,300,GL078358/2131032022300,,,,,
GL078358/21,31032022,GL078358/2131032022,,#N/A,,,,,
GL078359/21,31032022,GL078359/213103202220000,20000,GL078359/213103202220000,,,,,
GL078360/21,31032022,GL078360/21310320223200,3200,GL078360/21310320223200,,,,,
GL078360/21,31032022,GL078360/2131032022,,#N/A,,,,,
GL078361/21,31032022,GL078361/213103202212000,12000,GL078361/213103202212000,,,,,
GL078362/21,31032022,GL078362/21310320226000,6000,GL078362/21310320226000,,,,,
GL078363/21,31032022,GL078363/213103202212000,12000,GL078363/213103202212000,,,,,
GL078364/21,31032022,GL078364/21310320224000,4000,GL078364/21310320224000,,,,,
GL078365/21,31032022,GL078365/21310320225000,5000,GL078365/21310320225000,,,,,
GL078366/21,31032022,GL078366/21310320227000,7000,GL078366/21310320227000,,,,,
GL078367/21,31032022,GL078367/21310320227000,7000,GL078367/21310320227000,,,,,
GL078368/21,31032022,GL078368/21310320220,0,GL078368/21310320220,,,,,
GL078368/21,31032022,GL078368/2131032022,,#N/A,,,,,
GL078369/21,31032022,GL078369/21310320220,0,GL078369/21310320220,,,,,
GL078369/21,31032022,GL078369/2131032022,,#N/A,,,,,
GL078370/21,31032022,GL078370/21310320220,0,GL078370/21310320220,,,,,
GL078370/21,31032022,GL078370/2131032022,,#N/A,,,,,
GL078371/21,31032022,GL078371/21310320220,0,GL078371/21310320220,,,,,
GL078371/21,31032022,GL078371/2131032022,,#N/A,,,,,
GL078372/21,31032022,GL078372/21310320225500,5500,GL078372/21310320225500,,,,,
GL078373/21,31032022,GL078373/21310320221732,1732,GL078373/21310320221732,,,,,
GL078373/21,31032022,GL078373/2131032022,,#N/A,,,,,
GL078374/21,31032022,GL078374/21310320220,0,GL078374/21310320220,,,,,
GL078374/21,31032022,GL078374/2131032022,,#N/A,,,,,
GL078375/21,31032022,GL078375/213103202213000,13000,GL078375/213103202213000,,,,,
GL078376/21,31032022,GL078376/213103202260000,60000,GL078376/213103202260000,,,,,
GL078377/21,31032022,GL078377/21310320220,0,GL078377/21310320220,,,,,
GL078377/21,31032022,GL078377/2131032022,,#N/A,,,,,
GL078378/21,31032022,GL078378/21310320220,0,GL078378/21310320220,,,,,
GL078378/21,31032022,GL078378/2131032022,,#N/A,,,,,
GL078379/21,31032022,GL078379/21310320224700,4700,GL078379/21310320224700,,,,,
GL078380/21,31032022,GL078380/213103202213000,13000,GL078380/213103202213000,,,,,
GL078381/21,31032022,GL078381/213103202225000,25000,GL078381/213103202225000,,,,,
GL078382/21,31032022,GL078382/213103202240000,40000,GL078382/213103202240000,,,,,
GL078383/21,31032022,GL078383/21310320220,0,GL078383/21310320220,,,,,
GL078383/21,31032022,GL078383/2131032022,,#N/A,,,,,
GL078384/21,31032022,GL078384/213103202250000,50000,GL078384/213103202250000,,,,,
GL078385/21,31032022,GL078385/213103202225000,25000,GL078385/213103202225000,,,,,
GL078386/21,31032022,GL078386/21310320224000,4000,GL078386/21310320224000,,,,,
GL078387/21,31032022,GL078387/213103202225000,25000,GL078387/213103202225000,,,,,
GL078388/21,31032022,GL078388/21310320220,0,GL078388/21310320220,,,,,
GL078388/21,31032022,GL078388/2131032022,,#N/A,,,,,
GL078389/21,31032022,GL078389/2131032022173,173,GL078389/2131032022173,,,,,
GL078389/21,31032022,GL078389/2131032022,,#N/A,,,,,
GL078390/21,31032022,GL078390/21310320220,0,GL078390/21310320220,,,,,
GL078390/21,31032022,GL078390/2131032022,,#N/A,,,,,
GL078391/21,31032022,GL078391/21310320221000,1000,GL078391/21310320221000,,,,,
GL078392/21,31032022,GL078392/21310320224000,4000,GL078392/21310320224000,,,,,
GL078393/21,31032022,GL078393/21310320225200,5200,GL078393/21310320225200,,,,,
GL078394/21,31032022,GL078394/21310320225500,5500,GL078394/21310320225500,,,,,
GL078395/21,31032022,GL078395/21310320220,0,GL078395/21310320220,,,,,
GL078395/21,31032022,GL078395/2131032022,,#N/A,,,,,
GL078396/21,31032022,GL078396/21310320220,0,GL078396/21310320220,,,,,
GL078396/21,31032022,GL078396/2131032022,,#N/A,,,,,
GL078397/21,31032022,GL078397/21310320220,0,GL078397/21310320220,,,,,
GL078397/21,31032022,GL078397/2131032022,,#N/A,,,,,
GL078398/21,31032022,GL078398/213103202225000,25000,GL078398/213103202225000,,,,,
GL078399/21,31032022,GL078399/21310320220,0,GL078399/21310320220,,,,,
GL078399/21,31032022,GL078399/2131032022,,#N/A,,,,,
GL078400/21,31032022,GL078400/21310320220,0,GL078400/21310320220,,,,,
GL078400/21,31032022,GL078400/2131032022,,#N/A,,,,,
GL078401/21,31032022,GL078401/213103202219000,19000,GL078401/213103202219000,,,,,
GL078402/21,31032022,GL078402/2131032022750,750,GL078402/2131032022750,,,,,
GL078402/21,31032022,GL078402/2131032022,,#N/A,,,,,
GL078403/21,31032022,GL078403/21310320225500,5500,GL078403/21310320225500,,,,,
GL078404/21,31032022,GL078404/21310320220,0,GL078404/21310320220,,,,,
GL078404/21,31032022,GL078404/2131032022,,#N/A,,,,,
GL078405/21,31032022,GL078405/2131032022105000,105000,GL078405/2131032022105000,,,,,
GL078406/21,31032022,GL078406/21310320220,0,GL078406/21310320220,,,,,
GL078406/21,31032022,GL078406/2131032022,,#N/A,,,,,
GL078407/21,31032022,GL078407/21310320220,0,GL078407/21310320220,,,,,
GL078407/21,31032022,GL078407/2131032022,,#N/A,,,,,
GL078408/21,31032022,GL078408/21310320220,0,GL078408/21310320220,,,,,
GL078408/21,31032022,GL078408/2131032022,,#N/A,,,,,
GL078409/21,31032022,GL078409/213103202224000,24000,GL078409/213103202224000,,,,,
GL078410/21,31032022,GL078410/213103202260000,60000,GL078410/213103202260000,,,,,
GL078411/21,31032022,GL078411/21310320222395,2395,GL078411/21310320222395,,,,,
GL078411/21,31032022,GL078411/2131032022,,#N/A,,,,,
GL078412/21,31032022,GL078412/2131032022115000,115000,GL078412/2131032022115000,,,,,
GL078413/21,31032022,GL078413/2131032022107000,107000,GL078413/2131032022107000,,,,,
GL078414/21,31032022,GL078414/213103202233000,33000,GL078414/213103202233000,,,,,
GL078415/21,31032022,GL078415/21310320222000,2000,GL078415/21310320222000,,,,,
GL078415/21,31032022,GL078415/2131032022,,#N/A,,,,,
GL078416/21,31032022,GL078416/21310320220,0,GL078416/21310320220,,,,,
GL078416/21,31032022,GL078416/2131032022,,#N/A,,,,,
GL078417/21,31032022,GL078417/213103202235000,35000,GL078417/213103202235000,,,,,
GL078418/21,31032022,GL078418/213103202220000,20000,GL078418/213103202220000,,,,,
GL078419/21,31032022,GL078419/2131032022190500,190500,GL078419/2131032022190500,,,,,
GL078420/21,31032022,GL078420/21310320227000,7000,GL078420/21310320227000,,,,,
GL078421/21,31032022,GL078421/2131032022244,244,GL078421/2131032022244,,,,,
GL078421/21,31032022,GL078421/2131032022,,#N/A,,,,,
GL078422/21,31032022,GL078422/213103202236000,36000,GL078422/213103202236000,,,,,
GL078423/21,31032022,GL078423/21310320220,0,GL078423/21310320220,,,,,
GL078423/21,31032022,GL078423/2131032022,,#N/A,,,,,
GL078424/21,31032022,GL078424/2131032022271,271,GL078424/2131032022271,,,,,
GL078424/21,31032022,GL078424/2131032022,,#N/A,,,,,
GL078425/21,31032022,GL078425/21310320220,0,GL078425/21310320220,,,,,
GL078425/21,31032022,GL078425/2131032022,,#N/A,,,,,
GL078426/21,31032022,GL078426/21310320220,0,GL078426/21310320220,,,,,
GL078426/21,31032022,GL078426/2131032022,,#N/A,,,,,
GL078427/21,31032022,GL078427/213103202225000,25000,GL078427/213103202225000,,,,,
GL078428/21,31032022,GL078428/21310320220,0,GL078428/21310320220,,,,,
GL078428/21,31032022,GL078428/2131032022,,#N/A,,,,,
GL078429/21,31032022,GL078429/21310320222500,2500,GL078429/21310320222500,,,,,
GL078429/21,31032022,GL078429/2131032022,,#N/A,,,,,
GL078430/21,31032022,GL078430/213103202216000,16000,GL078430/213103202216000,,,,,
GL078431/21,31032022,GL078431/21310320220,0,GL078431/21310320220,,,,,
GL078431/21,31032022,GL078431/2131032022,,#N/A,,,,,
GL078432/21,31032022,GL078432/213103202217000,17000,GL078432/213103202217000,,,,,
GL078433/21,31032022,GL078433/21310320220,0,GL078433/21310320220,,,,,
GL078433/21,31032022,GL078433/2131032022,,#N/A,,,,,
GL078434/21,31032022,GL078434/213103202210000,10000,GL078434/213103202210000,,,,,
GL078435/21,31032022,GL078435/21310320220,0,GL078435/21310320220,,,,,
GL078435/21,31032022,GL078435/2131032022,,#N/A,,,,,
GL078436/21,31032022,GL078436/21310320220,0,GL078436/21310320220,,,,,
GL078436/21,31032022,GL078436/2131032022,,#N/A,,,,,
GL078437/21,31032022,GL078437/21310320222500,2500,GL078437/21310320222500,,,,,
GL078438/21,31032022,GL078438/213103202220000,20000,GL078438/213103202220000,,,,,
GL078439/21,31032022,GL078439/2131032022100000,100000,GL078439/2131032022100000,,,,,
GL078440/21,31032022,GL078440/213103202270000,70000,GL078440/213103202270000,,,,,
GL078441/21,31032022,GL078441/213103202227000,27000,GL078441/213103202227000,,,,,
GL078442/21,31032022,GL078442/21310320220,0,GL078442/21310320220,,,,,
GL078442/21,31032022,GL078442/2131032022,,#N/A,,,,,
GL078443/21,31032022,GL078443/21310320220,0,GL078443/21310320220,,,,,
GL078443/21,31032022,GL078443/2131032022,,#N/A,,,,,
GL078444/21,31032022,GL078444/213103202220000,20000,GL078444/213103202220000,,,,,
GL078445/21,31032022,GL078445/21310320220,0,GL078445/21310320220,,,,,
GL078445/21,31032022,GL078445/2131032022,,#N/A,,,,,
GL078446/21,31032022,GL078446/213103202210000,10000,GL078446/213103202210000,,,,,
GL078447/21,31032022,GL078447/213103202210000,10000,GL078447/213103202210000,,,,,
GL078448/21,31032022,GL078448/21310320220,0,GL078448/21310320220,,,,,
GL078448/21,31032022,GL078448/2131032022,,#N/A,,,,,
GL078449/21,31032022,GL078449/21310320220,0,GL078449/21310320220,,,,,
GL078449/21,31032022,GL078449/2131032022,,#N/A,,,,,
GL078450/21,31032022,GL078450/213103202218000,18000,GL078450/213103202218000,,,,,
GL078451/21,31032022,GL078451/2131032022125000,125000,GL078451/2131032022125000,,,,,
GL078452/21,31032022,GL078452/213103202253000,53000,GL078452/213103202253000,,,,,
GL078453/21,31032022,GL078453/21310320222388,2388,GL078453/21310320222388,,,,,
GL078453/21,31032022,GL078453/2131032022,,#N/A,,,,,
GL078454/21,31032022,GL078454/213103202225000,25000,GL078454/213103202225000,,,,,
GL078455/21,31032022,GL078455/213103202230000,30000,GL078455/213103202230000,,,,,
GL078456/21,31032022,GL078456/21310320220,0,GL078456/21310320220,,,,,
GL078456/21,31032022,GL078456/2131032022,,#N/A,,,,,
GL078457/21,31032022,GL078457/21310320220,0,GL078457/21310320220,,,,,
GL078457/21,31032022,GL078457/2131032022,,#N/A,,,,,
GL078458/21,31032022,GL078458/21310320220,0,GL078458/21310320220,,,,,
GL078458/21,31032022,GL078458/2131032022,,#N/A,,,,,
GL078459/21,31032022,GL078459/213103202212000,12000,GL078459/213103202212000,,,,,
GL078460/21,31032022,GL078460/21310320220,0,GL078460/21310320220,,,,,
GL078460/21,31032022,GL078460/2131032022,,#N/A,,,,,
GL078461/21,31032022,GL078461/2131032022116000,116000,GL078461/2131032022116000,,,,,
GL078462/21,31032022,GL078462/21310320225000,5000,GL078462/21310320225000,,,,,
GL078463/21,31032022,GL078463/21310320220,0,GL078463/21310320220,,,,,
GL078463/21,31032022,GL078463/2131032022,,#N/A,,,,,
GL078464/21,31032022,GL078464/213103202224000,24000,GL078464/213103202224000,,,,,
GL078465/21,31032022,GL078465/21310320220,0,GL078465/21310320220,,,,,
GL078465/21,31032022,GL078465/2131032022,,#N/A,,,,,
GL078466/21,31032022,GL078466/21310320222000,2000,GL078466/21310320222000,,,,,
GL078467/21,31032022,GL078467/21310320225500,5500,GL078467/21310320225500,,,,,
GL078468/21,31032022,GL078468/21310320220,0,GL078468/21310320220,,,,,
GL078468/21,31032022,GL078468/2131032022,,#N/A,,,,,
GL078469/21,31032022,GL078469/213103202212000,12000,GL078469/213103202212000,,,,,
GL078470/21,31032022,GL078470/21310320220,0,GL078470/21310320220,,,,,
GL078470/21,31032022,GL078470/2131032022,,#N/A,,,,,
GL078471/21,31032022,GL078471/213103202220000,20000,GL078471/213103202220000,,,,,
GL078472/21,31032022,GL078472/213103202270000,70000,GL078472/213103202270000,,,,,
GL078473/21,31032022,GL078473/213103202218000,18000,GL078473/213103202218000,,,,,
GL078474/21,31032022,GL078474/213103202212000,12000,GL078474/213103202212000,,,,,
GL078475/21,31032022,GL078475/21310320226000,6000,GL078475/21310320226000,,,,,
GL078476/21,31032022,GL078476/21310320220,0,GL078476/21310320220,,,,,
GL078476/21,31032022,GL078476/2131032022,,#N/A,,,,,
GL078477/21,31032022,GL078477/21310320220,0,GL078477/21310320220,,,,,
GL078477/21,31032022,GL078477/2131032022,,#N/A,,,,,
GL078478/21,31032022,GL078478/21310320220,0,GL078478/21310320220,,,,,
GL078478/21,31032022,GL078478/2131032022,,#N/A,,,,,
GL078479/21,31032022,GL078479/21310320223500,3500,GL078479/21310320223500,,,,,
GL078480/21,31032022,GL078480/21310320220,0,GL078480/21310320220,,,,,
GL078480/21,31032022,GL078480/2131032022,,#N/A,,,,,
GL078481/21,31032022,GL078481/21310320220,0,GL078481/21310320220,,,,,
GL078481/21,31032022,GL078481/2131032022,,#N/A,,,,,
GL078482/21,31032022,GL078482/213103202225000,25000,GL078482/213103202225000,,,,,
GL078483/21,31032022,GL078483/2131032022963,963,GL078483/2131032022963,,,,,
GL078483/21,31032022,GL078483/2131032022,,#N/A,,,,,
GL078484/21,31032022,GL078484/213103202230000,30000,GL078484/213103202230000,,,,,
GL078485/21,31032022,GL078485/21310320220,0,GL078485/21310320220,,,,,
GL078485/21,31032022,GL078485/2131032022,,#N/A,,,,,
GL078486/21,31032022,GL078486/213103202212000,12000,GL078486/213103202212000,,,,,
GL078487/21,31032022,GL078487/21310320220,0,GL078487/21310320220,,,,,
GL078487/21,31032022,GL078487/2131032022,,#N/A,,,,,
GL078488/21,31032022,GL078488/21310320220,0,GL078488/21310320220,,,,,
GL078488/21,31032022,GL078488/2131032022,,#N/A,,,,,
GL078489/21,31032022,GL078489/213103202234,34,GL078489/213103202234,,,,,
GL078489/21,31032022,GL078489/2131032022,,#N/A,,,,,
GL078490/21,31032022,GL078490/213103202210000,10000,GL078490/213103202210000,,,,,
GL078491/21,31032022,GL078491/21310320220,0,GL078491/21310320220,,,,,
GL078491/21,31032022,GL078491/2131032022,,#N/A,,,,,
GL078492/21,31032022,GL078492/21310320229000,9000,GL078492/21310320229000,,,,,
GL078493/21,31032022,GL078493/213103202215000,15000,GL078493/213103202215000,,,,,
GL078494/21,31032022,GL078494/2131032022500,500,GL078494/2131032022500,,,,,
GL078494/21,31032022,GL078494/2131032022,,#N/A,,,,,
GL078495/21,31032022,GL078495/21310320220,0,GL078495/21310320220,,,,,
GL078495/21,31032022,GL078495/2131032022,,#N/A,,,,,
GL078496/21,31032022,GL078496/21310320226000,6000,GL078496/21310320226000,,,,,
GL078497/21,31032022,GL078497/21310320220,0,GL078497/21310320220,,,,,
GL078497/21,31032022,GL078497/2131032022,,#N/A,,,,,
GL078498/21,31032022,GL078498/213103202230000,30000,GL078498/213103202230000,,,,,
GL078499/21,31032022,GL078499/21310320220,0,GL078499/21310320220,,,,,
GL078499/21,31032022,GL078499/2131032022,,#N/A,,,,,
GL078500/21,31032022,GL078500/21310320225000,5000,GL078500/21310320225000,,,,,
GL078501/21,31032022,GL078501/2131032022516,516,GL078501/2131032022516,,,,,
GL078501/21,31032022,GL078501/2131032022,,#N/A,,,,,
GL078502/21,31032022,GL078502/21310320221700,1700,GL078502/21310320221700,,,,,
GL078502/21,31032022,GL078502/2131032022,,#N/A,,,,,
GL078503/21,31032022,GL078503/21310320223000,3000,GL078503/21310320223000,,,,,
GL078504/21,31032022,GL078504/21310320220,0,GL078504/21310320220,,,,,
GL078504/21,31032022,GL078504/2131032022,,#N/A,,,,,
GL078505/21,31032022,GL078505/21310320226000,6000,GL078505/21310320226000,,,,,
GL078506/21,31032022,GL078506/21310320220,0,GL078506/21310320220,,,,,
GL078506/21,31032022,GL078506/2131032022,,#N/A,,,,,
GL078507/21,31032022,GL078507/213103202211000,11000,GL078507/213103202211000,,,,,
GL078508/21,31032022,GL078508/21310320220,0,GL078508/21310320220,,,,,
GL078508/21,31032022,GL078508/2131032022,,#N/A,,,,,
GL078509/21,31032022,GL078509/21310320221500,1500,GL078509/21310320221500,,,,,
GL078510/21,31032022,GL078510/213103202211000,11000,GL078510/213103202211000,,,,,
GL078511/21,31032022,GL078511/21310320220,0,GL078511/21310320220,,,,,
GL078511/21,31032022,GL078511/2131032022,,#N/A,,,,,
GL078512/21,31032022,GL078512/21310320222000,2000,GL078512/21310320222000,,,,,
GL078512/21,31032022,GL078512/2131032022,,#N/A,,,,,
GL078513/21,31032022,GL078513/21310320220,0,GL078513/21310320220,,,,,
GL078513/21,31032022,GL078513/2131032022,,#N/A,,,,,
GL078514/21,31032022,GL078514/21310320220,0,GL078514/21310320220,,,,,
GL078514/21,31032022,GL078514/2131032022,,#N/A,,,,,
GL078515/21,31032022,GL078515/213103202211000,11000,GL078515/213103202211000,,,,,
GL078516/21,31032022,GL078516/21310320223000,3000,GL078516/21310320223000,,,,,
GL078517/21,31032022,GL078517/21310320220,0,GL078517/21310320220,,,,,
GL078517/21,31032022,GL078517/2131032022,,#N/A,,,,,
GL078518/21,31032022,GL078518/213103202270000,70000,GL078518/213103202270000,,,,,
GL078519/21,31032022,GL078519/21310320228000,8000,GL078519/21310320228000,,,,,
GL078520/21,31032022,GL078520/21310320220,0,GL078520/21310320220,,,,,
GL078520/21,31032022,GL078520/2131032022,,#N/A,,,,,
GL078521/21,31032022,GL078521/21310320220,0,GL078521/21310320220,,,,,
GL078521/21,31032022,GL078521/2131032022,,#N/A,,,,,
GL078522/21,31032022,GL078522/21310320228000,8000,GL078522/21310320228000,,,,,
GL078523/21,31032022,GL078523/21310320220,0,GL078523/21310320220,,,,,
GL078523/21,31032022,GL078523/2131032022,,#N/A,,,,,
GL078524/21,31032022,GL078524/21310320223000,3000,GL078524/21310320223000,,,,,
GL078525/21,31032022,GL078525/21310320222500,2500,GL078525/21310320222500,,,,,
GL078526/21,31032022,GL078526/213103202215000,15000,GL078526/213103202215000,,,,,
GL078527/21,31032022,GL078527/213103202290000,90000,GL078527/213103202290000,,,,,
GL078528/21,31032022,GL078528/213103202260000,60000,GL078528/213103202260000,,,,,
GL078529/21,31032022,GL078529/2131032022180000,180000,GL078529/2131032022180000,,,,,
GL078530/21,31032022,GL078530/21310320220,0,GL078530/21310320220,,,,,
GL078530/21,31032022,GL078530/2131032022,,#N/A,,,,,
GL078531/21,31032022,GL078531/213103202215000,15000,GL078531/213103202215000,,,,,
GL078532/21,31032022,GL078532/21310320220,0,GL078532/21310320220,,,,,
GL078532/21,31032022,GL078532/2131032022,,#N/A,,,,,
GL078533/21,31032022,GL078533/213103202215000,15000,GL078533/213103202215000,,,,,
GL078534/21,31032022,GL078534/21310320220,0,GL078534/21310320220,,,,,
GL078534/21,31032022,GL078534/2131032022,,#N/A,,,,,
GL078535/21,31032022,GL078535/21310320223000,3000,GL078535/21310320223000,,,,,
GL078536/21,31032022,GL078536/213103202221000,21000,GL078536/213103202221000,,,,,
GL078537/21,31032022,GL078537/213103202225000,25000,GL078537/213103202225000,,,,,
GL078538/21,31032022,GL078538/21310320226000,6000,GL078538/21310320226000,,,,,
GL078539/21,31032022,GL078539/213103202217000,17000,GL078539/213103202217000,,,,,
GL078540/21,31032022,GL078540/213103202214000,14000,GL078540/213103202214000,,,,,
GL078541/21,31032022,GL078541/21310320227500,7500,GL078541/21310320227500,,,,,
GL078542/21,31032022,GL078542/21310320220,0,GL078542/21310320220,,,,,
GL078542/21,31032022,GL078542/2131032022,,#N/A,,,,,
GL078543/21,31032022,GL078543/21310320224500,4500,GL078543/21310320224500,,,,,
GL078544/21,31032022,GL078544/213103202216000,16000,GL078544/213103202216000,,,,,
GL078545/21,31032022,GL078545/21310320220,0,GL078545/21310320220,,,,,
GL078545/21,31032022,GL078545/2131032022,,#N/A,,,,,
GL078546/21,31032022,GL078546/21310320225000,5000,GL078546/21310320225000,,,,,
